triple,truth
athlete georgesherrill athleteplayssport sport baseball,1
personus kobebryant athleteledsportsteam sportsteam losangeleslakers,1
athlete scottlinebrink athleteplaysinleague sportsleague mlb,1
athlete claybuchholz athleteplayssport sport baseball,1
athlete caseyblake athleteplaysinleague sportsleague mlb,1
athlete mikelowell athleteplayssport sport baseball,1
athlete wilsonchandler athleteplaysforteam sportsteam knicks,1
personmexico carlpavano athleteplaysinleague sportsleague mlb,1
personmexico michaelbourn athleteledsportsteam sportsteam houstonastros,0
coach scottschoeneweis athleteplayssport sport baseball,1
athlete blakedewitt athleteplayssport sport baseball,1
sportsleague nfl leaguestadiums stadiumoreventvenue ralphwilsonstadium,1
sportsteam atlantahawks teamhomestadium stadiumoreventvenue philipsarena,1
athlete andreabargnani athleteledsportsteam sportsteam raptors,1
athlete evanlongoria athleteplayssport sport baseball,1
athlete charliebatch athleteledsportsteam sportsteam steelers,1
athlete jamiemoyer athleteplaysinleague sportsleague mlb,1
coach paulbyrd athleteplayssport sport baseball,1
athlete rafaelsoriano athleteplaysinleague sportsleague mlb,1
athlete josereyes athleteplaysinleague sportsleague mlb,1
athlete akinoriiwamura athleteplaysforteam sportsteam tampabaydevilrays,1
athlete berniewilliams athleteledsportsteam sportsteam newyorkyankees,1
athlete brianmoehler athleteplaysinleague sportsleague mlb,1
sportsteam mavericks teamhomestadium stadiumoreventvenue americanairlinescenter,1
athlete shinsoochoo athleteplayssport sport baseball,1
athlete cococrisp athleteplaysforteam sportsteam redsox,1
athlete jedlowrie athleteplaysinleague sportsleague mlb,1
athlete markreynolds athleteplaysinleague sportsleague mlb,1
athlete shelleyduncan athleteplayssport sport baseball,1
personmexico michaelbourn athleteplayssport sport baseball,1
athlete mikeschmidt athleteplayssport sport baseball,1
athlete chuckjames athleteplaysinleague sportsleague mlb,1
personmexico freddysanchez athleteplaysinleague sportsleague mlb,1
coach markkotsay athleteplaysinleague sportsleague mlb,1
athlete ryantheriot athleteplayssport sport baseball,1
athlete koyiehill athleteplaysinleague sportsleague mlb,1
coach sethsmith athleteplayssport sport baseball,1
personmexico mattdiaz athleteplaysinleague sportsleague mlb,1
sportsleague nfl leaguestadiums stadiumoreventvenue mcafeecoliseum,1
male dye athleteplaysforteam sportsteam redsox,0
athlete rickvandenhurk athleteplaysinleague sportsleague mlb,1
sportsleague mlb leaguestadiums stadiumoreventvenue comerica,1
personmexico daviddejesus athleteplaysinleague sportsleague mlb,1
athlete kipwells athleteplaysinleague sportsleague mlb,1
athlete joshhamilton athleteplaysinleague sportsleague mlb,1
coach mikefontenot athleteplayssport sport baseball,1
athlete jimrice athleteplaysinleague sportsleague mlb,1
sportsteam philadelphia76ers teamplaysinleague sportsleague nba,1
athlete freddiejones athleteplaysforteam sportsteam losangeleslakers,1
athlete ericgordon athleteplaysforteam sportsteam clippers,0
athlete davidprice athleteplaysinleague sportsleague mlb,1
personmexico alexrodriguez athleteplaysforteam sportsteam newyorkyankees,1
personmexico jasonmarquis athleteplayssport sport baseball,1
sportsteam oaklandathletics teamplaysinleague sportsleague mlb,1
athlete woodywilliams athleteplayssport sport baseball,1
athlete markgrace athleteplaysinleague sportsleague mlb,1
athlete fabriciooberto athleteplaysforteam sportsteam sanantonio,1
personmexico lukehudson athleteplayssport sport baseball,1
sportsteam iowastate teamhomestadium stadiumoreventvenue jacktricestadium,1
athlete georgebrett athleteplayssport sport baseball,1
athlete timhudson athleteplaysinleague sportsleague mlb,1
personmexico alexicasilla athleteplayssport sport baseball,1
athlete jobachamberlain athleteplaysinleague sportsleague mlb,1
athlete walterpayton athleteledsportsteam sportsteam broncos,0
athlete philnevin athleteplayssport sport baseball,1
athlete jasonkendall athleteplayssport sport baseball,1
athlete jackierobinson athleteplaysforteam sportsteam brooklyndodgers,1
athlete miltonbradley athleteplaysinleague sportsleague mlb,1
athlete felixpie athleteledsportsteam sportsteam chicagocubs,1
athlete chipperjones athleteplaysforteam sportsteam atlantabraves,1
athlete petermoylan athleteplaysinleague sportsleague mlb,1
sportsteam newyorkgiants teamhomestadium stadiumoreventvenue giantsstadium,1
personmexico jaygibbons athleteledsportsteam sportsteam orioles,1
athlete rickeyhenderson athleteplayssport sport baseball,1
athlete bartstarr athleteplaysforteam sportsteam packers,1
personmexico nickpunto athleteplaysforteam sportsteam twins,1
athlete jimkelly athleteplaysforteam sportsteam bills,1
athlete jeffkent athleteplayssport sport baseball,1
personmexico brianmccann athleteplaysinleague sportsleague mlb,1
coach joeborowski athleteplayssport sport baseball,1
athlete jasonkendall athleteplaysinleague sportsleague mlb,1
athlete takashisaito athleteplaysinleague sportsleague mlb,1
athlete kellyjohnson athleteledsportsteam sportsteam atlantabraves,1
sportsteam losangelesclippers teamhomestadium stadiumoreventvenue staplescenter,1
personmexico markteahen athleteplaysinleague sportsleague mlb,1
sportsteam memphisgrizzlies teamplaysinleague sportsleague nba,1
sportsteam auburntigers teamhomestadium stadiumoreventvenue jordanharestadium,1
athlete xaviernady athleteplaysforteam sportsteam newyorkyankees,0
sport baseball sportusesstadium stadiumoreventvenue targetfield,1
athlete samcassell athleteplaysforteam sportsteam bostonceltics,1
athlete chadbradford athleteplayssport sport baseball,1
athlete jacquejones athleteplaysinleague sportsleague mlb,1
personmexico joeygathright athleteplaysinleague sportsleague mlb,1
athlete alcidesescobar athleteplaysinleague sportsleague mlb,1
personmexico adamloewen athleteplaysinleague sportsleague mlb,1
athlete mattgarza athleteplayssport sport baseball,1
sportsleague nfl leaguestadiums stadiumoreventvenue paulbrownstadium,1
athlete alexeiramirez athleteplaysinleague sportsleague mlb,1
athlete ajpierzynski athleteplaysinleague sportsleague mlb,1
athlete jamesloney athleteplayssport sport baseball,1
athlete chrislambert athleteplayssport sport baseball,1
athlete alexeiramirez athleteplayssport sport baseball,1
coach josejuanbarea athletehomestadium stadiumoreventvenue quickenloansarena,1
athlete chadpennington athleteplaysforteam sportsteam newyorkjets,0
athlete robbiefowler athleteplaysforteam sportsteam liverpool,1
sportsteam buccaneers teamhomestadium stadiumoreventvenue stpetetimesforum,1
athlete nealcotts athleteplaysinleague sportsleague mlb,1
athlete jeremyhermida athleteplayssport sport baseball,1
sportsteam arizonadiamondbacks teamhomestadium stadiumoreventvenue chasefield,1
sportsteam royals teamhomestadium stadiumoreventvenue kauffmanstadium,1
athlete shaunlivingston athleteplaysforteam sportsteam clippers,1
coach josejuanbarea coachesteam sportsteam cavaliers,1
athlete kelennaazubuike athleteledsportsteam sportsteam goldenstatewarriors,1
athlete carlcrawford athleteledsportsteam sportsteam tampabaydevilrays,0
sportsleague nba leaguestadiums stadiumoreventvenue madisonsquaregarden,1
athlete homerbailey athleteplaysinleague sportsleague mlb,1
athlete philcoke athleteplayssport sport baseball,1
athlete elimanning athleteledsportsteam sportsteam newyorkgiants,1
sportsleague mlb leaguestadiums stadiumoreventvenue wrigleyfield,1
athlete chaseutley athleteledsportsteam sportsteam magic,1
athlete stevegarvey athleteplayssport sport baseball,1
athlete gradysizemore athleteplayssport sport baseball,1
athlete rickynolasco athleteplayssport sport baseball,1
athlete markbuehrle athleteplayssport sport baseball,1
athlete honuswagner athleteplayssport sport baseball,1
athlete shinsoochoo athleteplaysinleague sportsleague mlb,1
personmexico melkycabrera athleteplaysinleague sportsleague mlb,1
coach jeffsamardzija athleteplaysinleague sportsleague mlb,1
personaustralia davidpauley athleteplaysinleague sportsleague mlb,1
athlete jeffnelson athleteplaysinleague sportsleague mlb,1
athlete ryanbraun athleteledsportsteam sportsteam brewers,1
athlete jaredreiner athleteplaysforteam sportsteam losangeleslakers,1
coach markkotsay athleteplayssport sport baseball,1
sportsteam pittsburghpenguins teamplaysinleague sportsleague nhl,1
athlete bradradke athleteplayssport sport baseball,1
sportsteam redskins teamhomestadium stadiumoreventvenue fedexfield,1
sportsleague mlb leaguestadiums stadiumoreventvenue chasefield,1
athlete mikegonzalez athleteplaysinleague sportsleague mlb,1
athlete jparencibia athleteplaysforteam sportsteam bills,1
athlete mehmetokur athleteledsportsteam sportsteam jazz,1
sportsteam portlandtrailblazers teamhomestadium stadiumoreventvenue rosegardenarena,1
athlete rafaelfurcal athleteplaysinleague sportsleague mlb,1
sportsteam sanfrancisco49ers teamhomestadium stadiumoreventvenue candlestickpark,0
athlete hankaaron athleteplayssport sport baseball,1
athlete russellbranyan athleteplayssport sport baseball,1
athlete darrellrasner athleteplaysinleague sportsleague mlb,1
sportsteam stlouiscardinals teamplaysinleague sportsleague mlb,1
athlete akinoriiwamura athleteplayssport sport baseball,1
personmexico brianmccann athleteplayssport sport baseball,1
sportsteam philadelphia76ers teamhomestadium stadiumoreventvenue wachoviacenter,1
athlete chrischambliss athleteplayssport sport baseball,1
sportsleague mlb leaguestadiums stadiumoreventvenue safecofield,1
sportsteam chicagobulls teamplaysinleague sportsleague nba,1
athlete brettfavre athleteledsportsteam sportsteam newyorkjets,0
athlete andrebarrett athleteplaysforteam sportsteam nets,1
coach jefffulchino athleteplayssport sport baseball,1
sportsteam houstonastros teamplaysinleague sportsleague mlb,1
personmexico luiscastillo athleteplayssport sport baseball,1
athlete montaellis athleteplaysforteam sportsteam goldenstatewarriors,1
sportsteam wisconsinbadgers teamplaysinleague sportsleague ncaa,1
athlete russellmartin athleteplaysinleague sportsleague mlb,1
athlete conorjackson athleteplaysinleague sportsleague mlb,1
athlete andrewmiller athleteplaysforteam sportsteam bucks,0
athlete brianroberts athleteledsportsteam sportsteam orioles,1
athlete mattwilliams athleteplayssport sport baseball,1
athlete orlandohernndez athleteplayssport sport baseball,1
athlete timredding athleteplayssport sport baseball,1
athlete troytulowitzki athleteplaysinleague sportsleague mlb,1
athlete scottlinebrink athleteplayssport sport baseball,1
sportsteam sacramentokings teamhomestadium stadiumoreventvenue arcoarena,1
athlete jakeplummer athleteledsportsteam sportsteam broncos,1
personmexico jorgecampillo athleteplayssport sport baseball,1
athlete ryandempster athleteplayssport sport baseball,1
athlete angelberroa athleteplayssport sport baseball,1
athlete sidneycrosby athletehomestadium stadiumoreventvenue mellonarena,1
sport baseball sportusesstadium stadiumoreventvenue threeriversstadium,1
athlete jasonmotte athleteplayssport sport baseball,1
athlete markgrace athleteplayssport sport baseball,1
sportsteam stlouiscardinals teamhomestadium stadiumoreventvenue buschmemorialstadium,1
athlete jarrodwashburn athleteplayssport sport baseball,1
athlete manuginobili athleteplaysforteam sportsteam spurs,1
personmexico mannyramirez athleteplayssport sport baseball,1
athlete luisvalbuena athleteplaysinleague sportsleague mlb,1
personasia juancruz athleteledsportsteam sportsteam newyorkyankees,0
athlete hedoturkoglu athleteplaysforteam sportsteam magic,1
sportsteam dodgers teamhomestadium stadiumoreventvenue dodgerstadium,1
athlete miltonbradley athleteplayssport sport baseball,1
athlete johnaxford athleteplaysinleague sportsleague mlb,1
athlete chadbradford athleteplaysinleague sportsleague mlb,1
athlete josecalderon athleteplaysforteam sportsteam raptors,1
athlete kurtwarner athleteplaysforteam sportsteam louiscardinals,0
athlete scottrolen athleteplaysinleague sportsleague mlb,1
personmexico michaelbourn athleteplaysinleague sportsleague mlb,1
athlete ramonsessions athleteplaysforteam sportsteam bucks,1
personmexico alfonsosoriano athleteplaysinleague sportsleague mlb,1
sportsleague nba leaguestadiums stadiumoreventvenue toyotacenter,1
athlete kellyjohnson athleteplayssport sport baseball,1
athlete bradpenny athleteplaysinleague sportsleague mlb,1
sportsteam coloradorockies teamhomestadium stadiumoreventvenue coorsfield,1
sportsteam lsu teamplaysinleague sportsleague ncaa,1
sportsleague nba leaguestadiums stadiumoreventvenue fedexforum,1
sportsleague nba leaguestadiums stadiumoreventvenue aircanadacenter,1
personmexico jackmorris athleteplayssport sport baseball,1
personmexico jackwilson athleteplaysinleague sportsleague mlb,1
personmexico jasonbartlett athleteplaysinleague sportsleague mlb,1
athlete tadahitoiguchi athleteplayssport sport baseball,1
athlete nomargarciaparra athleteplayssport sport baseball,1
athlete andylaroche athleteplaysinleague sportsleague mlb,1
athlete caseyblake athleteplayssport sport baseball,1
coach brianburres athleteplaysinleague sportsleague mlb,1
sportsteam coloradorockies teamplaysinleague sportsleague mlb,1
athlete kellyshoppach athleteplaysinleague sportsleague mlb,1
athlete armandogalarraga athleteplaysinleague sportsleague mlb,1
athlete shawngreen athleteplayssport sport baseball,1
sportsteam purdueboilermakers teamplaysinleague sportsleague ncaa,1
athlete kevinmartin athleteplaysforteam sportsteam kings,1
sportsleague nfl leaguestadiums stadiumoreventvenue invescofield,1
athlete thome athleteplayssport sport baseball,1
athlete asdrubalcabrera athleteplaysinleague sportsleague mlb,1
coach greggpopovich coachesteam sportsteam sanantonio,1
coach juanencarnacion athleteplayssport sport baseball,1
athlete kengriffeyjr athleteplaysforteam sportsteam reds,1
athlete tonygwynn athleteplayssport sport baseball,1
athlete marcoestrada athleteplayssport sport baseball,1
coach kameronloe athleteplaysinleague sportsleague mlb,1
sportsgame n2002worldcup sportsgamewinner sportsteam brazil,1
athlete jonathanpapelbon athleteplaysinleague sportsleague mlb,1
athlete guillermomota athleteplayssport sport baseball,1
sportsteam packers teamplaysinleague sportsleague nfl,1
athlete chaseungbaek athleteplayssport sport baseball,1
athlete brianbuscher athleteplayssport sport baseball,1
athlete cleonjones athleteplaysinleague sportsleague mlb,1
athlete kirbypuckett athleteledsportsteam sportsteam twins,1
athlete giambi athleteplaysforteam sportsteam newyorkyankees,1
coach loviesmith coachesteam sportsteam n1985chicagobears,0
personmexico tinomartinez athleteplaysinleague sportsleague mlb,1
athlete berniewilliams athleteplaysforteam sportsteam newyorkyankees,1
athlete ryanshealy athleteplayssport sport baseball,1
athlete briangriese athleteplaysforteam sportsteam n1985chicagobears,1
athlete petermoylan athleteplayssport sport baseball,1
athlete ryanbraun athleteplayssport sport baseball,1
personmexico mattcapps athleteplayssport sport baseball,1
coach dennisfelton worksfor sportsteam alabamaaandmbulldogs,1
athlete chrisnarveson athleteplayssport sport baseball,1
athlete hanleyramirez athleteplayssport sport baseball,1
coach dennisfelton coachesteam sportsteam alabamaaandmbulldogs,1
athlete justinmorneau athleteplaysforteam sportsteam twins,1
athlete mitchstetter athleteplayssport sport baseball,1
athlete rafaelbetancourt athleteplaysinleague sportsleague mlb,1
sportsgame n1999worldseries sportsgamewinner sportsteam newyorkyankees,1
athlete jrrussell athleteledsportsteam sportsteam oaklandraiders,1
athlete miltonbradley athleteledsportsteam sportsteam chicagocubs,0
athlete tadahitoiguchi athleteplaysinleague sportsleague mlb,1
athlete carllandry athleteledsportsteam sportsteam rockets,1
sportsleague ncaa leaguestadiums stadiumoreventvenue spartanstadium,1
athlete keithhernandez athleteplaysinleague sportsleague mlb,1
athlete josecapellan athleteplaysinleague sportsleague mlb,1
athlete joshjohnson athleteplaysinleague sportsleague mlb,1
personasia carlosarroyo athleteledsportsteam sportsteam magic,1
sportsleague mlb leaguestadiums stadiumoreventvenue threeriversstadium,1
athlete davidhuff athleteplaysinleague sportsleague mlb,1
athlete pauloneill athleteplaysinleague sportsleague mlb,1
sportsleague nfl leaguestadiums stadiumoreventvenue arrowheadstadium,1
athlete wadeboggs athleteplaysinleague sportsleague mlb,1
athlete oscarvillarreal athleteplaysinleague sportsleague mlb,1
athlete paulmaholm athleteplayssport sport baseball,1
athlete jonlieber athleteplayssport sport baseball,1
athlete mattschaub athleteplaysforteam sportsteam texans,1
athlete cristhianmartinez athleteplaysinleague sportsleague mlb,1
athlete larrydoby athleteplayssport sport baseball,1
athlete uguethurbina athleteplaysinleague sportsleague mlb,1
personmexico markgrudzielanek athleteplayssport sport baseball,1
athlete tayshaunprince athleteplaysforteam sportsteam fortwaynepistons,0
athlete paulpierce athletehomestadium stadiumoreventvenue tdbanknorthgarden,1
athlete andrebarrett athleteledsportsteam sportsteam nets,1
coach horacioramirez athleteplaysforteam sportsteam redsox,0
athlete davidriske athleteplayssport sport baseball,1
sportsleague nfl leaguestadiums stadiumoreventvenue lucasoilstadium,1
personmexico colehamels athleteplaysinleague sportsleague mlb,1
athlete kevinmillar athleteplayssport sport baseball,1
athlete linaskleiza athleteledsportsteam sportsteam nuggets,1
athlete paulkonerko athleteplayssport sport baseball,1
sportsleague mlb leaguestadiums stadiumoreventvenue camdenyards,1
athlete damon athleteplaysforteam sportsteam newyorkyankees,1
personmexico jeffmathis athleteplayssport sport baseball,1
athlete placidopolanco athleteplaysinleague sportsleague mlb,1
athlete clifflee athleteplaysinleague sportsleague mlb,1
sportsteam clevelandindians teamhomestadium stadiumoreventvenue jacobsfield,0
athlete dwightgooden athleteplaysinleague sportsleague mlb,1
athlete jeffweaver athleteplayssport sport baseball,1
sportsleague mlb leaguestadiums stadiumoreventvenue rogerscentre,1
athlete fabriciooberto athleteledsportsteam sportsteam sanantonio,1
athlete cococrisp athleteplaysforteam sportsteam redsox,1
athlete mattmorris athleteplaysinleague sportsleague mlb,1
sportsteam kansascitychiefs teamhomestadium stadiumoreventvenue arrowheadstadium,1
athlete mikestanton athleteplaysinleague sportsleague mlb,1
athlete jacobyellsbury athleteplaysinleague sportsleague mlb,1
sportsteam bengals teamplaysinleague sportsleague nfl,1
athlete ericgagne athleteplaysinleague sportsleague mlb,1
athlete mehmetokur athleteplaysforteam sportsteam jazz,1
athlete jameycarroll athleteplaysinleague sportsleague mlb,1
athlete ccsabathia athleteplayssport sport baseball,1
sportsteam leafs teamhomestadium stadiumoreventvenue aircanadacenter,1
athlete tomglavine athleteplayssport sport baseball,1
coach brianfalkenborg athleteplaysinleague sportsleague mlb,1
athlete marcoestrada athleteplaysinleague sportsleague mlb,1
athlete corylidle athleteplaysinleague sportsleague mlb,1
coach markkotsay athleteledsportsteam sportsteam atlantabraves,1
athlete nicklaslidstrom athletehomestadium stadiumoreventvenue joelouisarena,1
athlete brucegradkowski athleteplaysforteam sportsteam bucs,0
coach kevinyoukilis athleteledsportsteam sportsteam redsox,1
athlete leandrobarbosa athleteledsportsteam sportsteam suns,1
athlete juanpie athleteledsportsteam sportsteam marlins,1
athlete sambradford athleteplaysforteam sportsteam sooners,1
sportsteam virginiatechhokies teamplaysinleague sportsleague ncaa,1
athlete chriswebber athleteledsportsteam sportsteam sixers,1
athlete johnaxford athleteplayssport sport baseball,1
coach ryanludwick athleteledsportsteam sportsteam louiscardinals,1
personmexico lastingsmilledge athleteplaysinleague sportsleague mlb,1
athlete peytonmanning athleteplaysforteam sportsteam colts,1
athlete gasol athleteplaysforteam sportsteam losangeleslakers,1
athlete pedromartinez athleteplaysinleague sportsleague mlb,1
athlete frankrobinson athleteplayssport sport baseball,1
sportsteam chicagocubs teamplaysinleague sportsleague mlb,1
athlete jojoreyes athleteplaysinleague sportsleague mlb,1
personmexico freddysanchez athleteplaysforteam sportsteam pirates,1
personmexico jorgecantu athleteplaysinleague sportsleague mlb,1
sportsteam chicagobulls teamhomestadium stadiumoreventvenue unitedcenter,1
personmexico markteahen athleteplayssport sport baseball,1
athlete toriihunter athleteplayssport sport baseball,1
personmexico alexrodriguez athletehomestadium stadiumoreventvenue yankeestadium,1
athlete jrsmith athleteledsportsteam sportsteam nuggets,1
athlete brianurlacher athleteledsportsteam sportsteam n1985chicagobears,1
personmexico odalisperez athleteplayssport sport baseball,1
athlete ramonsessions athleteledsportsteam sportsteam bucks,1
athlete mattholliday athleteledsportsteam sportsteam coloradorockies,1
athlete leandrobarbosa athleteplaysforteam sportsteam suns,1
athlete lidstrom athleteledsportsteam sportsteam redwings,1
athlete williemcginest athleteledsportsteam sportsteam newyorkgiants,1
sportsteam orioles teamplaysinleague sportsleague mlb,1
athlete nomargarciaparra athleteplaysinleague sportsleague mlb,1
coach larryhughes athleteplaysforteam sportsteam chicagobulls,1
athlete conorjackson athleteplayssport sport baseball,1
athlete marlonbyrd athleteledsportsteam sportsteam rangers,1
athlete fredlynn athleteplaysinleague sportsleague mlb,1
coach chuckamato coachesteam sportsteam wolfpack,1
athlete johansantana athleteplaysforteam sportsteam newyorkmets,1
athlete jrsmith athleteplaysforteam sportsteam nuggets,1
athlete vinceyoung athleteledsportsteam sportsteam titans,1
athlete kevinmartin athleteledsportsteam sportsteam kings,1
athlete johnvanbenschoten athleteplaysinleague sportsleague mlb,1
personmexico jaybruce athleteledsportsteam sportsteam reds,1
athlete josecapellan athleteplayssport sport baseball,1
athlete jefffrancoeur athleteledsportsteam sportsteam atlantabraves,1
athlete cjwilson athleteplayssport sport baseball,1
athlete chrisbritton athleteplaysinleague sportsleague mlb,1
personmexico morganensberg athleteplaysinleague sportsleague mlb,1
personmexico hongchihkuo athleteplaysinleague sportsleague mlb,1
sportsteam capitals teamplaysinleague sportsleague nhl,1
athlete toddjones athleteplaysinleague sportsleague mlb,1
sportsleague ncaa leaguestadiums stadiumoreventvenue tigerstadium,1
athlete kirkgibson athleteplayssport sport baseball,1
coach tomgorzelanny athleteplaysinleague sportsleague mlb,1
sportsleague mlb leaguestadiums stadiumoreventvenue buschmemorialstadium,1
coach marvinlewis coachesteam sportsteam bengals,1
athlete natemclouth athleteledsportsteam sportsteam pirates,1
sportsteam alabamacrimsontide teamplaysinleague sportsleague ncaa,1
athlete chriscooley athleteledsportsteam sportsteam redskins,1
sportsteam tennesseevolunteers teamplaysinleague sportsleague ncaa,1
athlete edwinencarnacion athleteplayssport sport baseball,1
athlete baberuth athleteplayssport sport baseball,1
athlete davidwells athleteplaysinleague sportsleague mlb,1
athlete tysonchandler athleteledsportsteam sportsteam sacramentostatehornets,1
athlete mussina athleteledsportsteam sportsteam newyorkyankees,1
athlete jimmyrollins athleteplaysinleague sportsleague mlb,1
sportsteam seattlemariners teamplaysinleague sportsleague mlb,1
personmexico mannyramirez athleteplaysinleague sportsleague mlb,1
athlete dustinpedroia athleteplayssport sport baseball,1
coach josejuanbarea athleteplaysforteam sportsteam cavaliers,0
athlete alexacker athleteplaysforteam sportsteam knicks,1
athlete brianroberts athleteplaysinleague sportsleague mlb,1
athlete fernandoabad athleteledsportsteam sportsteam newyorkmets,1
personmexico javierlopez athleteplayssport sport baseball,1
personmexico michaelbarrett athleteplaysinleague sportsleague mlb,1
sportsteam packers teamhomestadium stadiumoreventvenue lambeaufield,1
coach loviesmith worksfor sportsteam n1985chicagobears,1
